id,paper_id
1232,1232
1233,1233
1234,1234
1235,1235
1236,1236
1237,1237
1238,1238
1239,1239
1240,1240
1241,1241
1242,1242
1243,1243
1244,1244
1245,1245
1246,1246
1247,1247
1248,1248
1249,1249
1250,1250
1251,1251
1252,1252
1253,1253
1254,1254
1255,1255
1256,1256
1257,1257
1258,1258
1259,1259
1260,1260
1261,1261
1262,1262
1263,1263
1264,1264
1265,1265
1266,1266
1267,1267
1268,1268
1269,1269
1270,1270
1271,1271
1272,1272
1273,1273
1274,1274
1275,1275
1276,1276
1277,1277
1278,1278
1279,1279
1280,1280
1281,1281
1283,1283
1284,1284
1285,1285
1286,1286
1287,1287
1288,1288
1289,1289
1290,1290
1291,1291
1292,1292
1293,1293
1294,1294
1295,1295
1296,1296
1297,1297
1298,1298
1299,1299
1300,1300
1301,1301
1302,1302
1303,1303
1304,1304
1305,1305
1306,1306
1307,1307
1308,1308
1309,1309
1310,1310
1311,1311
1312,1312
1313,1313
1314,1314
1315,1315
1316,1316
1317,1317
1318,1318
1319,1319
1320,1320
1321,1321
1322,1322
1323,1323
1324,1324
1325,1325
1326,1326
1327,1327
1329,1329
1330,1330
1331,1331
1332,1332
1333,1333
1334,1334
1335,1335
2001,2001
2002,2002
2003,2003
2004,2004
2006,2006
2007,2007
2008,2008
2009,2009
2011,2011
2012,2012
2013,2013
2014,2014
2015,2015
2016,2016
2017,2017
2018,2018
2021,2021
2022,2022
2023,2023
2024,2024
2025,2025
2026,2026
2027,2027
2028,2028
2029,2029
2031,2031
2032,2032
2033,2033
2034,2034
2035,2035
2036,2036
2037,2037
2038,2038
2039,2039
2040,2040
2041,2041
2042,2042
2043,2043
2044,2044
2045,2045
2046,2046
2047,2047
2048,2048
2049,2049
2050,2050
2051,2051
2052,2052
2053,2053
2054,2054
2055,2055
2056,2056
2057,2057
2058,2058
2059,2059
2060,2060
2061,2061
2062,2062
2063,2063
2064,2064
2065,2065
2066,2066
2068,2068
2069,2069
2070,2070
2071,2071
2072,2072
2073,2073
2074,2074
2075,2075
2076,2076
2077,2077
2078,2078
2079,2079
2080,2080
2081,2081
2082,2082
2083,2083
2084,2084
2085,2085
2086,2086
2087,2087
2088,2088
2089,2089
2090,2090
2091,2091
2092,2092
2093,2093
2094,2094
2095,2095
2096,2096
2097,2097
2098,2098
2099,2099
2100,2100
2101,2101
2102,2102
2103,2103
2104,2104
2105,2105
2106,2106
2107,2107
2108,2108
2109,2109
2110,2110
2111,2111
2112,2112
2113,2113
2114,2114
2115,2115
2116,2116
2117,2117
2118,2118
2119,2119
2120,2120
2121,2121
2122,2122
2123,2123
2124,2124
2125,2125
2126,2126
2127,2127
2128,2128
2129,2129
2130,2130
2131,2131
2132,2132
2133,2133
2134,2134
2135,2135
2136,2136
2137,2137
2138,2138
2139,2139
2140,2140
2141,2141
2142,2142
2143,2143
2144,2144
2145,2145
2146,2146
2147,2147
2148,2148
2149,2149
2150,2150
2151,2151
2152,2152
2153,2153
2154,2154
2155,2155
2156,2156
2157,2157
2158,2158
2159,2159
2160,2160
2161,2161
2162,2162
2163,2163
2164,2164
2165,2165
2166,2166
2167,2167
2168,2168
2169,2169
2170,2170
2171,2171
2172,2172
2173,2173
2174,2174
2175,2175
2176,2176
2177,2177
2178,2178
2179,2179
2180,2180
2181,2181
2182,2182
2183,2183
2184,2184
2185,2185
2186,2186
2187,2187
2188,2188
2189,2189
2190,2190
2191,2191
2192,2192
2193,2193
2194,2194
2195,2195
2197,2197
2198,2198
2199,2199
2200,2200
2201,2201
2202,2202
2203,2203
2204,2204
2205,2205
2206,2206
2207,2207
2208,2208
2209,2209
2210,2210
2211,2211
2212,2212
2213,2213
2214,2214
2215,2215
2216,2216
2217,2217
2218,2218
2219,2219
2220,2220
2221,2221
2222,2222
2223,2223
2224,2224
2226,2226
2227,2227
2228,2228
2229,2229
2231,2231
2232,2232
2233,2233
2234,2234
2235,2235
2236,2236
2237,2237
2238,2238
2239,2239
2240,2240
2241,2241
2242,2242
2243,2243
2244,2244
2245,2245
2246,2246
2247,2247
2248,2248
2249,2249
2250,2250
2251,2251
2252,2252
2253,2253
2254,2254
2255,2255
2256,2256
2257,2257
2258,2258
2259,2259
2260,2260
2261,2261
2262,2262
2263,2263
2264,2264
2265,2265
2266,2266
2267,2267
2268,2268
2269,2269
2270,2270
2271,2271
2272,2272
2273,2273
2274,2274
2275,2275
2276,2276
2277,2277
2278,2278
2279,2279
2280,2280
2281,2281
2282,2282
2283,2283
2284,2284
2285,2285
2286,2286
2287,2287
2288,2288
2289,2289
2290,2290
2291,2291
2292,2292
2293,2293
2294,2294
2295,2295
2296,2296
2297,2297
2298,2298
2299,2299
2300,2300
2301,2301
2302,2302
2303,2303
2304,2304
2305,2305
3001,3001
3002,3002
3003,3003
3004,3004
3005,3005
3006,3006
3007,3007
3008,3008
3009,3009
3010,3010
3011,3011
3012,3012
3013,3013
3015,3015
3016,3016
3017,3017
3018,3018
3019,3019
3020,3020
3021,3021
3022,3022
3023,3023
3024,3024
3025,3025
3026,3026
3027,3027
3028,3028
3029,3029
3030,3030
3031,3031
3032,3032
3033,3033
3034,3034
3035,3035
3036,3036
3037,3037
3038,3038
3039,3039
3040,3040
3041,3041
3042,3042
3043,3043
3044,3044
3045,3045
3046,3046
3047,3047
3048,3048
3049,3049
3050,3050
3051,3051
3052,3052
3053,3053
3054,3054
3055,3055
3056,3056
3057,3057
3058,3058
3059,3059
3060,3060
3061,3061
3062,3062
3063,3063
3064,3064
3065,3065
3066,3066
3067,3067
3068,3068
3069,3069
3070,3070
3071,3071
3072,3072
3073,3073
3075,3075
3076,3076
3077,3077
3078,3078
3079,3079
3080,3080
3081,3081
3082,3082
3083,3083
3084,3084
3085,3085
3086,3086
3087,3087
3088,3088
3089,3089
3090,3090
3091,3091
3092,3092
3093,3093
3094,3094
3095,3095
3096,3096
3097,3097
3098,3098
3099,3099
3100,3100
3101,3101
3102,3102
3103,3103
3104,3104
3105,3105
3106,3106
3107,3107
3108,3108
3109,3109
3110,3110
3111,3111
3112,3112
3113,3113
3114,3114
3115,3115
3116,3116
3117,3117
3118,3118
3119,3119
3120,3120
3121,3121
3122,3122
3123,3123
3124,3124
3125,3125
3126,3126
3127,3127
3128,3128
3129,3129
3130,3130
3131,3131
3132,3132
3133,3133
3134,3134
3135,3135
3136,3136
3137,3137
3138,3138
3139,3139
3140,3140
3141,3141
3142,3142
3143,3143
3144,3144
3145,3145
3146,3146
3147,3147
3148,3148
3149,3149
3150,3150
3151,3151
3152,3152
3154,3154
3155,3155
3156,3156
3157,3157
3158,3158
3159,3159
3160,3160
3161,3161
3162,3162
3163,3163
3165,3165
3166,3166
3167,3167
3168,3168
3169,3169
3170,3170
3171,3171
3172,3172
3173,3173
3174,3174
3175,3175
3176,3176
3177,3177
3178,3178
3179,3179
3180,3180
3181,3181
3182,3182
3183,3183
3184,3184
3185,3185
3186,3186
3187,3187
3188,3188
3189,3189
3190,3190
3191,3191
3192,3192
3193,3193
3194,3194
3195,3195
3196,3196
3197,3197
3198,3198
3199,3199
3200,3200
3201,3201
3202,3202
3203,3203
3204,3204
3205,3205
3206,3206
3207,3207
3208,3208
3209,3209
3210,3210
3211,3211
3212,3212
3213,3213
3214,3214
3215,3215
3216,3216
3217,3217
3218,3218
3219,3219
3220,3220
3221,3221
3222,3222
3223,3223
3224,3224
3225,3225
3226,3226
3227,3227
3228,3228
3229,3229
3230,3230
3231,3231
3232,3232
3233,3233
3234,3234
3235,3235
3236,3236
3237,3237
3238,3238
3239,3239
3240,3240
3241,3241
3242,3242
3243,3243
3244,3244
3245,3245
3246,3246
3247,3247
3248,3248
3249,3249
3250,3250
3251,3251
3252,3252
3253,3253
3254,3254
3255,3255
3256,3256
3257,3257
3258,3258
3259,3259
3260,3260
3261,3261
3262,3262
3263,3263
3264,3264
3265,3265
3266,3266
3267,3267
3268,3268
3269,3269
3270,3270
3271,3271
3272,3272
3273,3273
3274,3274
3275,3275
3276,3276
3277,3277
3278,3278
3279,3279
3280,3280
3281,3281
3282,3282
3283,3283
3284,3284
3285,3285
3286,3286
3287,3287
3288,3288
3289,3289
3290,3290
3291,3291
3292,3292
3293,3293
3294,3294
3295,3295
3296,3296
3297,3297
3298,3298
3299,3299
3300,3300
3301,3301
3302,3302
3303,3303
3304,3304
3305,3305
3306,3306
3307,3307
3308,3308
3309,3309
3310,3310
3311,3311
3312,3312
3313,3313
3314,3314
3315,3315
3316,3316
3317,3317
3318,3318
3319,3319
3320,3320
3321,3321
3322,3322
3323,3323
3324,3324
3325,3325
3326,3326
3327,3327
3328,3328
3329,3329
4001,4001
4002,4002
4003,4003
4004,4004
4005,4005
4006,4006
4007,4007
4008,4008
4009,4009
4010,4010
4011,4011
4012,4012
4013,4013
4014,4014
4015,4015
4016,4016
4017,4017
4018,4018
4019,4019
4020,4020
4021,4021
4022,4022
4023,4023
4024,4024
4025,4025
4026,4026
4027,4027
4028,4028
4029,4029
4030,4030
4031,4031
4032,4032
4033,4033
4034,4034
4035,4035
4036,4036
4037,4037
4038,4038
4039,4039
4040,4040
4041,4041
4042,4042
4043,4043
4044,4044
4045,4045
4046,4046
4047,4047
4048,4048
4049,4049
4050,4050
4051,4051
4052,4052
4053,4053
4054,4054
4055,4055
4056,4056
4057,4057
4058,4058
4059,4059
4060,4060
4061,4061
4062,4062
4063,4063
4064,4064
4065,4065
4066,4066
4067,4067
4068,4068
4069,4069
4070,4070
4071,4071
4072,4072
4073,4073
4074,4074
4075,4075
4077,4077
4078,4078
4079,4079
4080,4080
4081,4081
4082,4082
4083,4083
4084,4084
4085,4085
4086,4086
4087,4087
4088,4088
4089,4089
4090,4090
4091,4091
4092,4092
4093,4093
4094,4094
4095,4095
4096,4096
4097,4097
4098,4098
4100,4100
4101,4101
4102,4102
4103,4103
4104,4104
4105,4105
4106,4106
4107,4107
4108,4108
4109,4109
4110,4110
4111,4111
4112,4112
4113,4113
4114,4114
4115,4115
4116,4116
4118,4118
4119,4119
4120,4120
4121,4121
4122,4122
4123,4123
4124,4124
4125,4125
4126,4126
4127,4127
4128,4128
4129,4129
4130,4130
4131,4131
4132,4132
4133,4133
4135,4135
4136,4136
4137,4137
4138,4138
4139,4139
4140,4140
4141,4141
4143,4143
4144,4144
4145,4145
4146,4146
4147,4147
4148,4148
4149,4149
4150,4150
4151,4151
4152,4152
4153,4153
4154,4154
4155,4155
4156,4156
4157,4157
4159,4159
4160,4160
4161,4161
4162,4162
4163,4163
4164,4164
4165,4165
4166,4166
4167,4167
4168,4168
4169,4169
4170,4170
4171,4171
4172,4172
4173,4173
4174,4174
4175,4175
4176,4176
4177,4177
4178,4178
4179,4179
4180,4180
4181,4181
4182,4182
4183,4183
4184,4184
4185,4185
4186,4186
4188,4188
4189,4189
4190,4190
4191,4191
4192,4192
4193,4193
4194,4194
4195,4195
4196,4196
4197,4197
4198,4198
4199,4199
4200,4200
4201,4201
4202,4202
4203,4203
4204,4204
4205,4205
4206,4206
4207,4207
4208,4208
4209,4209
4210,4210
4211,4211
4212,4212
4213,4213
4214,4214
4215,4215
4216,4216
4217,4217
4218,4218
4219,4219
4220,4220
4221,4221
4222,4222
4223,4223
4224,4224
4225,4225
4226,4226
4227,4227
4228,4228
4229,4229
4230,4230
4231,4231
4232,4232
4233,4233
4234,4234
4235,4235
4236,4236
4237,4237
4238,4238
4239,4239
4240,4240
4241,4241
4242,4242
4243,4243
4244,4244
4245,4245
4246,4246
4247,4247
4248,4248
4249,4249
4250,4250
4251,4251
4252,4252
4255,4255
4256,4256
4257,4257
4258,4258
4259,4259
4260,4260
4261,4261
4262,4262
4263,4263
4264,4264
4265,4265
4266,4266
4267,4267
4268,4268
4269,4269
4270,4270
4271,4271
5001,5001
5002,5002
5003,5003
5004,5004
5006,5006
5007,5007
5008,5008
5009,5009
5010,5010
5011,5011
5012,5012
5013,5013
5014,5014
5015,5015
5016,5016
5017,5017
5018,5018
5019,5019
5020,5020
5021,5021
5022,5022
5023,5023
5024,5024
5025,5025
5026,5026
5027,5027
5028,5028
5029,5029
5030,5030
5031,5031
5032,5032
5033,5033
5035,5035
5036,5036
5037,5037
5038,5038
5039,5039
5040,5040
5041,5041
5042,5042
5043,5043
5044,5044
5045,5045
5046,5046
5047,5047
5048,5048
5049,5049
5050,5050
5051,5051
5052,5052
5053,5053
5054,5054
5055,5055
5056,5056
5057,5057
5059,5059
5060,5060
5061,5061
5062,5062
5063,5063
5064,5064
5066,5066
5067,5067
5068,5068
5069,5069
5070,5070
5071,5071
5073,5073
5074,5074
5075,5075
5076,5076
5077,5077
5078,5078
5079,5079
5080,5080
5081,5081
5082,5082
5083,5083
5084,5084
5085,5085
5086,5086
5087,5087
5088,5088
5089,5089
5090,5090
5091,5091
5092,5092
5093,5093
5094,5094
5095,5095
5096,5096
5097,5097
5098,5098
5099,5099
5100,5100
5101,5101
5102,5102
5103,5103
5104,5104
5105,5105
5106,5106
5107,5107
5108,5108
5109,5109
5110,5110
5111,5111
5112,5112
5113,5113
5114,5114
5115,5115
5116,5116
5117,5117
5118,5118
5119,5119
5120,5120
5121,5121
5122,5122
5123,5123
5124,5124
5125,5125
5126,5126
5127,5127
5128,5128
5129,5129
5130,5130
5131,5131
5132,5132
5133,5133
5134,5134
5135,5135
5136,5136
5137,5137
5138,5138
5139,5139
5140,5140
5141,5141
5142,5142
5143,5143
5144,5144
5145,5145
5146,5146
5147,5147
5148,5148
5149,5149
5150,5150
5151,5151
5152,5152
5153,5153
5154,5154
5155,5155
5156,5156
5157,5157
5158,5158
5159,5159
5161,5161
5162,5162
5163,5163
5164,5164
5165,5165
5166,5166
5167,5167
5168,5168
5169,5169
5170,5170
5171,5171
5172,5172
5173,5173
5174,5174
5175,5175
5176,5176
5177,5177
5178,5178
5179,5179
5180,5180
5181,5181
5182,5182
5183,5183
5184,5184
5185,5185
5186,5186
5187,5187
5188,5188
5189,5189
5190,5190
5191,5191
5192,5192
5193,5193
5194,5194
5195,5195
5196,5196
5197,5197
5198,5198
5199,5199
5200,5200
5201,5201
5202,5202
5203,5203
5204,5204
5205,5205
5206,5206
5207,5207
5208,5208
5209,5209
5210,5210
5211,5211
5212,5212
5213,5213
5214,5214
5215,5215
5216,5216
5217,5217
5218,5218
5219,5219
5220,5220
5221,5221
5222,5222
5223,5223
5224,5224
5225,5225
5226,5226
5227,5227
5228,5228
5229,5229
5230,5230
5231,5231
5232,5232
5233,5233
5234,5234
5235,5235
5236,5236
5237,5237
5238,5238
5239,5239
5240,5240
5241,5241
5242,5242
5243,5243
5244,5244
5245,5245
5246,5246
5247,5247
5248,5248
5249,5249
5250,5250
5251,5251
5252,5252
5253,5253
5254,5254
5255,5255
5256,5256
5258,5258
5259,5259
5260,5260
5261,5261
5262,5262
5263,5263
5264,5264
5265,5265
5266,5266
5267,5267
5268,5268
5269,5269
5270,5270
5271,5271
5272,5272
5273,5273
5274,5274
5275,5275
5276,5276
5277,5277
5278,5278
5279,5279
5280,5280
5281,5281
5282,5282
5283,5283
5284,5284
5285,5285
5286,5286
5287,5287
5288,5288
5289,5289
5290,5290
5291,5291
5292,5292
5293,5293
5294,5294
5295,5295
5296,5296
5297,5297
5298,5298
5299,5299
5300,5300
5301,5301
5302,5302
5303,5303
5304,5304
5305,5305
5306,5306
5307,5307
5308,5308
5309,5309
5310,5310
5311,5311
5312,5312
5313,5313
5315,5315
5316,5316
5317,5317
5318,5318
5320,5320
5321,5321
5322,5322
5323,5323
5324,5324
5325,5325
5326,5326
5327,5327
5328,5328
5329,5329
5330,5330
6001,6001
6002,6002
6003,6003
6004,6004
6005,6005
6006,6006
6007,6007
6008,6008
6009,6009
6010,6010
6011,6011
6012,6012
6013,6013
6014,6014
6015,6015
6016,6016
6017,6017
6018,6018
6019,6019
6020,6020
6021,6021
6022,6022
6023,6023
6024,6024
6025,6025
6026,6026
6027,6027
6028,6028
6029,6029
6030,6030
6031,6031
6032,6032
6033,6033
6034,6034
6035,6035
6036,6036
6038,6038
6039,6039
6040,6040
6041,6041
6042,6042
6043,6043
6044,6044
6045,6045
6046,6046
6047,6047
6048,6048
6049,6049
6050,6050
6051,6051
6052,6052
6053,6053
6054,6054
6055,6055
6056,6056
6057,6057
6058,6058
6059,6059
6060,6060
6061,6061
6062,6062
6063,6063
6064,6064
6065,6065
6066,6066
6067,6067
6068,6068
6069,6069
6070,6070
6071,6071
6072,6072
6073,6073
6074,6074
6075,6075
6076,6076
6077,6077
6078,6078
6080,6080
6081,6081
6082,6082
6083,6083
6084,6084
6085,6085
6086,6086
6087,6087
6088,6088
6089,6089
6090,6090
6091,6091
6092,6092
6093,6093
6094,6094
6095,6095
6096,6096
6097,6097
6098,6098
6099,6099
6100,6100
6101,6101
6102,6102
6103,6103
6104,6104
6105,6105
6106,6106
6107,6107
6109,6109
6110,6110
6111,6111
6112,6112
6113,6113
6114,6114
6115,6115
6116,6116
6117,6117
6118,6118
6119,6119
6120,6120
6121,6121
6122,6122
6123,6123
6124,6124
6125,6125
6126,6126
6127,6127
6128,6128
6129,6129
6130,6130
6131,6131
6132,6132
6133,6133
6134,6134
6135,6135
6136,6136
6137,6137
6138,6138
6140,6140
6141,6141
6142,6142
6143,6143
6144,6144
6145,6145
6146,6146
6147,6147
6148,6148
6149,6149
6150,6150
6151,6151
6152,6152
6153,6153
6154,6154
6155,6155
6156,6156
6157,6157
6158,6158
6159,6159
6160,6160
6161,6161
6162,6162
6163,6163
6164,6164
6165,6165
6166,6166
6167,6167
6168,6168
6169,6169
6170,6170
6171,6171
6172,6172
6173,6173
6174,6174
6175,6175
6176,6176
6177,6177
6178,6178
6179,6179
6180,6180
6181,6181
6182,6182
6183,6183
6184,6184
6185,6185
6186,6186
6187,6187
6189,6189
6190,6190
6191,6191
6192,6192
6193,6193
6194,6194
6195,6195
6196,6196
6197,6197
6198,6198
6199,6199
6200,6200
6201,6201
6202,6202
6203,6203
6204,6204
6205,6205
6206,6206
6207,6207
6209,6209
6210,6210
6211,6211
6212,6212
6213,6213
6214,6214
6215,6215
6216,6216
6217,6217
6218,6218
6219,6219
6220,6220
6221,6221
6222,6222
6223,6223
6224,6224
6225,6225
6226,6226
6227,6227
6228,6228
6229,6229
6230,6230
6231,6231
6232,6232
6233,6233
6234,6234
6235,6235
6236,6236
6237,6237
6238,6238
6239,6239
6240,6240
6241,6241
6242,6242
6243,6243
6244,6244
6245,6245
6246,6246
6247,6247
6249,6249
6250,6250
6251,6251
6252,6252
6253,6253
6254,6254
6255,6255
6256,6256
6257,6257
6258,6258
6259,6259
6260,6260
6261,6261
6262,6262
6263,6263
6264,6264
6265,6265
6266,6266
6267,6267
6269,6269
6270,6270
6271,6271
6272,6272
6273,6273
6274,6274
6275,6275
6276,6276
6277,6277
6278,6278
6279,6279
6280,6280
6281,6281
6282,6282
6283,6283
6284,6284
6285,6285
6286,6286
6287,6287
6288,6288
6289,6289
6290,6290
6291,6291
6292,6292
6293,6293
6294,6294
6295,6295
6296,6296
6297,6297
6298,6298
6299,6299
6300,6300
6301,6301
6302,6302
6303,6303
6304,6304
6305,6305
6306,6306
6307,6307
6308,6308
6309,6309
6310,6310
6311,6311
6312,6312
6313,6313
6314,6314
6315,6315
6316,6316
6317,6317
6318,6318
6319,6319
6320,6320
6321,6321
6322,6322
6323,6323
6324,6324
6325,6325
6326,6326
6327,6327
6328,6328
6329,6329
6330,6330
6331,6331
6332,6332
6333,6333
6334,6334
6335,6335
6336,6336
6337,6337
6338,6338
6339,6339
6340,6340
6341,6341
6342,6342
6343,6343
6344,6344
6345,6345
6346,6346
6347,6347
6348,6348
6350,6350
6351,6351
6352,6352
6353,6353
6354,6354
6355,6355
6356,6356
6357,6357
6358,6358
6359,6359
7001,7001
7002,7002
7003,7003
7004,7004
7005,7005
7006,7006
7008,7008
7009,7009
7010,7010
7011,7011
7012,7012
7013,7013
7014,7014
7015,7015
7016,7016
7017,7017
7018,7018
7019,7019
7020,7020
7021,7021
7022,7022
7023,7023
7024,7024
7025,7025
7026,7026
7027,7027
7028,7028
7029,7029
7030,7030
7031,7031
7032,7032
7033,7033
7034,7034
7036,7036
7037,7037
7038,7038
7039,7039
7040,7040
7041,7041
7042,7042
7043,7043
7044,7044
7045,7045
7046,7046
7047,7047
7048,7048
7049,7049
7050,7050
7051,7051
7053,7053
7054,7054
7055,7055
7056,7056
7057,7057
7058,7058
7059,7059
7060,7060
7061,7061
7062,7062
7063,7063
7064,7064
7065,7065
7066,7066
7067,7067
7068,7068
7069,7069
7070,7070
7071,7071
7072,7072
7073,7073
7074,7074
7075,7075
7076,7076
7077,7077
7078,7078
7079,7079
7080,7080
7081,7081
7082,7082
7083,7083
7084,7084
7085,7085
7086,7086
7087,7087
7088,7088
7089,7089
7090,7090
7091,7091
7092,7092
7093,7093
7094,7094
7095,7095
7096,7096
7097,7097
7098,7098
7099,7099
7100,7100
7101,7101
7102,7102
7104,7104
7105,7105
7106,7106
7107,7107
7108,7108
7109,7109
7110,7110
7111,7111
7112,7112
7113,7113
7116,7116
7117,7117
7118,7118
7119,7119
7120,7120
7121,7121
7122,7122
7123,7123
7124,7124
7125,7125
7126,7126
7127,7127
7129,7129
7130,7130
7131,7131
7132,7132
7133,7133
7134,7134
7135,7135
7136,7136
7137,7137
7138,7138
7139,7139
7140,7140
7141,7141
7142,7142
7143,7143
7144,7144
7145,7145
7146,7146
7147,7147
7148,7148
7149,7149
7150,7150
7151,7151
7152,7152
7153,7153
7154,7154
7155,7155
7156,7156
7157,7157
7158,7158
7159,7159
7160,7160
7161,7161
7162,7162
7163,7163
7164,7164
7165,7165
7166,7166
7167,7167
7168,7168
7169,7169
7170,7170
7171,7171
7172,7172
7173,7173
7174,7174
7175,7175
7176,7176
7177,7177
7178,7178
7179,7179
7180,7180
7181,7181
7182,7182
7183,7183
7184,7184
7185,7185
7186,7186
7187,7187
7188,7188
7189,7189
7190,7190
7191,7191
7192,7192
7193,7193
7194,7194
7195,7195
7196,7196
7197,7197
7198,7198
7199,7199
7200,7200
7201,7201
7202,7202
7203,7203
7204,7204
7205,7205
7206,7206
7207,7207
7208,7208
7209,7209
7210,7210
7211,7211
7212,7212
7213,7213
7214,7214
7215,7215
7216,7216
7217,7217
7218,7218
7219,7219
7220,7220
7221,7221
7222,7222
7223,7223
7224,7224
7225,7225
7226,7226
7227,7227
7228,7228
7229,7229
7230,7230
7231,7231
7232,7232
7233,7233
7234,7234
7235,7235
7236,7236
7237,7237
7238,7238
7239,7239
7240,7240
7242,7242
7243,7243
7244,7244
7245,7245
7246,7246
7247,7247
7248,7248
7249,7249
7250,7250
7251,7251
7252,7252
7253,7253
7254,7254
7255,7255
7256,7256
7257,7257
7258,7258
7259,7259
7260,7260
7261,7261
7262,7262
7263,7263
7264,7264
7265,7265
7266,7266
7267,7267
7268,7268
7269,7269
7270,7270
7271,7271
7272,7272
7273,7273
7274,7274
7275,7275
7276,7276
7277,7277
7278,7278
7279,7279
7280,7280
7281,7281
7282,7282
7283,7283
7284,7284
7285,7285
7286,7286
7287,7287
7288,7288
7289,7289
7290,7290
7291,7291
7292,7292
7293,7293
7294,7294
7295,7295
7296,7296
7297,7297
7298,7298
7299,7299
7300,7300
7301,7301
7302,7302
7303,7303
7304,7304
7305,7305
7306,7306
7307,7307
7308,7308
7309,7309
7310,7310
7311,7311
7312,7312
7313,7313
7314,7314
7315,7315
7316,7316
7317,7317
7318,7318
7319,7319
7320,7320
7321,7321
7322,7322
7323,7323
7324,7324
7325,7325
7326,7326
7327,7327
7328,7328
7329,7329
7330,7330
7331,7331
7332,7332
7333,7333
7334,7334
7335,7335
7336,7336
7338,7338
7339,7339
7340,7340
7341,7341
7342,7342
7343,7343
7344,7344
7345,7345
7346,7346
7347,7347
7348,7348
7349,7349
7350,7350
7351,7351
7352,7352
7353,7353
7354,7354
7355,7355
7356,7356
7357,7357
7358,7358
7359,7359
7360,7360
7361,7361
7362,7362
8001,8001
8002,8002
8003,8003
8004,8004
8005,8005
8006,8006
8007,8007
8008,8008
8009,8009
8010,8010
8011,8011
8012,8012
8013,8013
8014,8014
8015,8015
8016,8016
8017,8017
8018,8018
8019,8019
8020,8020
8021,8021
8022,8022
8023,8023
8024,8024
8025,8025
8026,8026
8027,8027
8028,8028
8029,8029
8030,8030
8031,8031
8032,8032
8033,8033
8034,8034
8035,8035
8036,8036
8037,8037
8038,8038
8041,8041
8042,8042
8043,8043
8044,8044
8045,8045
8046,8046
8047,8047
8048,8048
8049,8049
8050,8050
8051,8051
8052,8052
8053,8053
8054,8054
8055,8055
8056,8056
8057,8057
8058,8058
8059,8059
8060,8060
8061,8061
8062,8062
8063,8063
8064,8064
8065,8065
8066,8066
8067,8067
8068,8068
8069,8069
8070,8070
8071,8071
8072,8072
8073,8073
8074,8074
8075,8075
8076,8076
8077,8077
8078,8078
8079,8079
8080,8080
8081,8081
8082,8082
8083,8083
8084,8084
8085,8085
8086,8086
8087,8087
8088,8088
8089,8089
8090,8090
8091,8091
8092,8092
8093,8093
8094,8094
8095,8095
8096,8096
8097,8097
8098,8098
8099,8099
8100,8100
